지식등록법령조문일련번호,지식등록법령일련번호,시행일자,조문번호,조문가지번호,조문제목,등록여부,법령지식조문일련번호,조문일련번호
137733,2022,2010-07-05,0002,00,勞動委員會의 구분·소속등,Y,137733,24230952
137715,2018,2010-07-05,0008,00,일자리창출 지원,Y,137715,31227538
137725,2020,2010-07-05,0010,00,국가기술자격의 취득 등,Y,137725,24230074
137720,2019,2010-07-05,0012,00,사업주의 고령자 고용 노력의무,Y,137720,24219796
137736,2022,2010-07-05,0015,00,會議의 구성등,Y,137736,24230986
150576,8404,2010-07-12,0007,00,고충처리의 절차,Y,150576,19857792
137042,1980,2010-07-23,0003,00,준수 사항,Y,137042,19956470
137013,1976,2010-07-23,0001,00,목적,Y,137013,19957077
137045,1981,2010-07-23,0003,00,화염병의 사용,Y,137045,19956488
137044,1981,2010-07-23,0004,00,화염병의 제조ㆍ소지 등,Y,137044,19956489
137043,1981,2010-07-23,0002,00,정의,Y,137043,19956487
137039,1980,2010-07-23,0002,00,풍속영업의 범위,Y,137039,19956469
137040,1980,2010-07-23,0010,00,벌칙,Y,137040,19956478
137041,1980,2010-07-23,0004,00,풍속영업의 통보,Y,137041,19956471
137143,2000,2010-07-26,0002,00,代執行과 그 費用徵收,Y,137143,21215164
137146,2000,2010-07-26,0006,00,費用徵收,Y,137146,21215168
137145,2000,2010-07-26,0005,00,費用納付命令書,Y,137145,21215167
137144,2000,2010-07-26,0003,00,代執行의 節次,Y,137144,21215165
150591,8412,2010-09-18,0002,00,할부계약 내용의 표시방법,Y,150591,20265760
150597,8416,2010-09-23,0009,00,국가 및 공공단체의 협력 등,Y,150597,23518654
150590,8411,2010-09-27,0015,00,영양사의 면허,Y,150590,20549536
150596,8415,2010-10-13,0002,00,정부기업,Y,150596,19070330
150695,8446,2010-11-18,0009,00,종사자의 자격기준,Y,150695,22156643
150692,8446,2010-11-18,0002,00,가정폭력 실태조사의 방법 및 내용,Y,150692,22156626
150697,8446,2010-11-18,0008,00,보호비용의 지원 방법 및 절차,Y,150697,22156642
150694,8446,2010-11-18,0017,00,치료보호비용의 지급절차 등,Y,150694,22156649
137170,2005,2010-11-18,0044,00,損失金의 補塡,Y,137170,23988439
137169,2004,2010-11-18,0002,00,設置,Y,137169,29825445
137168,2004,2010-11-18,0003,00,委員會의 職務,Y,137168,29825423
150696,8446,2010-11-18,0011,00,교육훈련시설의 설치·운영기준 등,Y,150696,22156644
150693,8446,2010-11-18,0007,00,보호기간의 연장,Y,150693,22156641
150578,8405,2010-11-21,0002,00,정의,Y,150578,19437659
150577,8405,2010-11-21,0015,00,건강진단기관,Y,150577,19437676
138516,2077,2010-11-24,0010,00,요양급여의 범위 및 비용,Y,138516,30368295
138515,2077,2010-11-24,0008,00,판정위원회의 심의 절차,Y,138515,30368292
138514,2077,2010-11-24,0079,00,서식,Y,138514,30368401
138513,2077,2010-11-24,0005,00,특례 적용 여부 통지,Y,138513,30368288
150698,8447,2010-11-24,0013,00,정기ㆍ임시 및 이직자 건강진단의 검사항목 및 대상,Y,150698,20667281
150699,8447,2010-11-24,0011,00,채용 시 건강진단의 검사항목,Y,150699,20667279
138526,2077,2010-11-24,0021,00,요양급여의 결정 등,Y,138526,30368327
138527,2077,2010-11-24,0022,00,업무상 질병에 관한 자문,Y,138527,30368328
138528,2077,2010-11-24,0031,00,재요양의 신청 절차 등,Y,138528,30368339
138529,2077,2010-11-24,0032,00,분진작업의 범위,Y,138529,30368341
138531,2077,2010-11-24,0034,00,진폐진단의 실시 등,Y,138531,30368343
138532,2077,2010-11-24,0035,00,진폐진단 결과 제출,Y,138532,30368344
138534,2077,2010-11-24,0045,00,재요양에 따른 평균임금 산정사유 발생일,Y,138534,30368355
138535,2077,2010-11-24,0046,00,기본원칙,Y,138535,30368357
138536,2077,2010-11-24,0047,00,운동기능장해의 측정,Y,138536,30368358
138538,2077,2010-11-24,0049,00,장해등급등의 재판정 신청,Y,138538,30368360
138539,2077,2010-11-24,0050,00,간병급여의 청구 방법,Y,138539,30368362
138541,2077,2010-11-24,0052,00,폐질등급의 적용시기,Y,138541,30368366
138542,2077,2010-11-24,0053,00,폐질등급 판정 기준,Y,138542,30368367
138543,2077,2010-11-24,0054,00,취업의 범위,Y,138543,30368369
138545,2077,2010-11-24,0060,00,직업훈련수당의 지급 기준 등,Y,138545,30368375
138546,2077,2010-11-24,0061,00,직장복귀지원금등의 청구 시기,Y,138546,30368376
138525,2077,2010-11-24,0020,00,요양급여의 신청 등,Y,138525,30368326
138523,2077,2010-11-24,0018,00,이송비의 청구 방법,Y,138523,30368323
138522,2077,2010-11-24,0017,00,동행 간호인,Y,138522,30368322
138521,2077,2010-11-24,0016,00,이송비,Y,138521,30368321
138548,2077,2010-11-24,0074,00,해외파견자의 보험급여의 청구 등,Y,138548,30368396
138551,2077,2010-11-24,0078,00,특수형태근로종사자의 재요양에 따른 휴업급여 등의 지급 기준,Y,138551,30368400
138517,2077,2010-11-24,0011,00,간병의 범위,Y,138517,30368296
138518,2077,2010-11-24,0012,00,간병을 할 수 있는 사람의 범위,Y,138518,30368317
138519,2077,2010-11-24,0014,00,간병료의 청구 방법,Y,138519,30368319
138520,2077,2010-11-24,0015,00,이송의 범위,Y,138520,30368320
138530,2077,2010-11-24,0033,00,진폐에 대한 요양급여 등의 청구 시 필요서류,Y,138530,30368342
138533,2077,2010-11-24,0043,00,이황화탄소 중독증의 판정 절차,Y,138533,30368352
138537,2077,2010-11-24,0048,00,신체부위별 장해등급 판정 기준,Y,138537,30368359
138540,2077,2010-11-24,0051,00,유족보상연금 수급자격자의 범위,Y,138540,30368364
138524,2077,2010-11-24,0019,00,국외에서 발생한 재해에 대한 보험급여의 청구 절차 등,Y,138524,30368324
138544,2077,2010-11-24,0057,00,직업훈련비용의 지급 범위 등,Y,138544,30368372
138547,2077,2010-11-24,0073,00,외국거주자의 수급권 신고,Y,138547,30368392
138549,2077,2010-11-24,0075,00,중·소기업 사업주의 보험급여의 청구 등,Y,138549,30368397
138550,2077,2010-11-24,0076,00,중·소기업 사업주의 재요양에 따른 휴업급여 등의 지급 기준,Y,138550,30368398
138552,2077,2010-11-24,0007,00,판정위원회의 심의에서 제외되는 질병,Y,138552,30368291
137759,2024,2010-11-26,0007,00,합동사무소,Y,137759,23130642
137653,2011,2010-12-11,0033,00,국립박물관문화재단의 설립,Y,137653,19602593
137651,2011,2010-12-11,0002,00,정의,Y,137651,19602554
137652,2011,2010-12-11,0010,00,설립과 운영,Y,137652,19602563
137655,2011,2010-12-11,0018,00,사립 박물관ㆍ사립 미술관의 설립 계획 승인 등,Y,137655,19602575
137654,2011,2010-12-11,0020,00,다른 법률과의 관계,Y,137654,19602577
137141,1999,2010-12-30,0020,00,검역감염병 외의 감염병에 대한 예방조치,Y,137141,28151932
137027,1978,2010-12-30,0011,00,남북한 방문에 대한 심사,Y,137027,21720997
137119,1999,2010-12-30,0028,00,그 밖의 증명서 발급,Y,137119,28151949
137139,1999,2010-12-30,0017,00,검역감염병 의심자에 대한 감시 등,Y,137139,28151931
137135,1999,2010-12-30,0013,00,검역 전의 승선·탑승,Y,137135,28151943
137129,1999,2010-12-30,0007,00,군용 운송수단에 대한 검역,Y,137129,28151925
150710,8453,2010-12-30,0016,00,건강기록부의 관리,Y,150710,20973184
150707,8453,2010-12-30,0002,00,임산부의 신고,Y,150707,20973167
137122,1999,2010-12-30,0034,00,수수료의 징수,Y,137122,28151962
137121,1999,2010-12-30,0031,00,검역공무원의 권한,Y,137121,28151960
137117,1999,2010-12-30,0021,00,소독이 필요한 화물의 보관,Y,137117,28151933
137120,1999,2010-12-30,0029,00,검역구역의 보건위생관리,Y,137120,28151950
137118,1999,2010-12-30,0025,00,시체 등의 반입 및 조사,Y,137118,28151935
137116,1999,2010-12-30,0022,00,검역증,Y,137116,28151934
137128,1999,2010-12-30,0006,00,검역이 필요한 운송수단 등,Y,137128,28151924
137132,1999,2010-12-30,0010,00,검역 장소,Y,137132,28151926
137123,1999,2010-12-30,0035,00,비용 부담,Y,137123,28151963
137134,1999,2010-12-30,0012,00,검역조사,Y,137134,28151928
137137,1999,2010-12-30,0015,00,검역조치,Y,137137,28151929
137124,1999,2010-12-30,0039,00,벌칙,Y,137124,28151966
137142,1999,2010-12-30,0023,00,조건부 검역증,Y,137142,28151947
137138,1999,2010-12-30,0016,00,검역감염병 환자등의 격리,Y,137138,28151930
137136,1999,2010-12-30,0014,00,전자 검역,Y,137136,28151944
137133,1999,2010-12-30,0011,00,검역 시각,Y,137133,28151927
137131,1999,2010-12-30,0009,00,검역 통보,Y,137131,28151942
137130,1999,2010-12-30,0008,00,피난 운송수단에 대한 검역,Y,137130,28151941
137125,1999,2010-12-30,0041,00,과태료,Y,137125,28151956
137126,1999,2010-12-30,0001,00,목적,Y,137126,28151920
137127,1999,2010-12-30,0002,00,정의,Y,137127,28151921
137140,1999,2010-12-30,0018,00,격리시설 등에서 화물 반출의 금지,Y,137140,28151945
150560,8396,2010-12-30,0003,00,免許,Y,150560,20695920
150708,8453,2010-12-30,0003,00,모자보건수첩의 발급 등,Y,150708,20973168
150709,8453,2010-12-30,0017,00,감염 예방 등에 관한 교육,Y,150709,20973185
150637,8428,2010-12-30,0081,00,봉사활동,Y,150637,28260353
150711,8453,2010-12-30,0005,00,임산부ㆍ영유아 및 미숙아등의 건강관리 등,Y,150711,20973170
150706,8452,2010-12-30,0012,00,보험료 등 납부기한의 유예,Y,150706,20973140
137026,1978,2010-12-30,0023,00,검역 등,Y,137026,21721005
137025,1978,2010-12-30,0028,00,양벌규정,Y,137025,21721024
137024,1978,2010-12-30,0010,00,외국 거주 동포의 출입 보장,Y,137024,21720975
137023,1978,2010-12-30,0009,00,남북한 방문,Y,137023,21720974
137057,1984,2010-12-30,0010,00,保健支所의 設置,Y,137057,21303014
137058,1984,2010-12-30,0008,00,保健醫療院,Y,137058,21303017
137056,1984,2010-12-30,0007,00,保健所의 設置,Y,137056,21303013
150655,8440,2011-01-01,0005,00,석면피해의료수첩의 교부,Y,150655,20718119
150660,8440,2011-01-01,0011,00,석면피해인정 유효기간의 갱신 등,Y,150660,20718131
150654,8440,2011-01-01,0004,00,석면피해인정 통지 등,Y,150654,20718117
150657,8440,2011-01-01,0007,00,석면피해의료수첩의 재교부 등,Y,150657,20718123
150664,8440,2011-01-01,0017,00,요양급여 지급 신청,Y,150664,20718143
150656,8440,2011-01-01,0006,00,석면피해의료수첩의 내용ㆍ서식,Y,150656,20718121
150669,8440,2011-01-01,0022,00,미지급 요양급여등의 지급 청구,Y,150669,20718152
150659,8440,2011-01-01,0010,00,석면피해인정을 위한 진찰ㆍ검사 등 관련 비용 지원,Y,150659,20718129
150662,8440,2011-01-01,0015,00,석면폐증 피인정자에 대한 건강검진 실시,Y,150662,20718140
150667,8440,2011-01-01,0020,00,특별유족조위금 및 특별장의비 지급 신청,Y,150667,20718149
150677,8440,2011-01-01,0035,00,석면건강관리수첩의 교부대상자,Y,150677,20718180
150674,8440,2011-01-01,0031,00,건강피해에 대한 조사 절차 등,Y,150674,20718170
150679,8440,2011-01-01,0037,00,석면건강관리수첩을 교부받은 자에 대한 건강검진,Y,150679,20718184
150652,8440,2011-01-01,0002,00,석면의 종류,Y,150652,20718112
150681,8440,2011-01-01,0003,00,석면피해인정 신청 등,Y,150681,20718115
150676,8440,2011-01-01,0034,00,석면피해신고센터의 지정ㆍ운영 등,Y,150676,20718177
150673,8440,2011-01-01,0030,00,건강피해에 대한 조사 대상지역,Y,150673,20718168
150663,8440,2011-01-01,0016,00,특별유족인정 신청,Y,150663,20718142
150661,8440,2011-01-01,0013,00,판정위원회의 운영,Y,150661,20718135
150658,8440,2011-01-01,0009,00,석면피해의료수첩의 반환,Y,150658,20718126
150684,8443,2011-01-01,0005,00,안전점검 면제 대상 특수건물 등,Y,150684,20914385
150671,8440,2011-01-01,0026,00,재심사청구,Y,150671,20718160
150670,8440,2011-01-01,0025,00,심사청구,Y,150670,20718158
150668,8440,2011-01-01,0021,00,구제급여조정금 지급 신청,Y,150668,20718151
150666,8440,2011-01-01,0019,00,장의비 지급 신청,Y,150666,20718147
150665,8440,2011-01-01,0018,00,요양생활수당 지급 신청,Y,150665,20718145
150653,8440,2011-01-01,0039,00,석면건강관리수첩의 재교부 등,Y,150653,20718188
137669,2015,2011-01-01,0024,00,인감의 제출,Y,137669,18994496
137754,2023,2011-01-01,0016,00,국적상실자의 처리,Y,137754,25485734
137753,2023,2011-01-01,0015,00,외국 국적 취득에 따른 국적 상실,Y,137753,25485732
137675,2015,2011-01-01,0048,00,무능력자등기의 신청인,Y,137675,18994522
137751,2023,2011-01-01,0013,00,대한민국 국적의 선택 절차,Y,137751,25485724
137750,2023,2011-01-01,0012,00,복수국적자의 국적선택의무,Y,137750,25485722
137749,2023,2011-01-01,0011,00,국적의 재취득,Y,137749,25485719
137747,2023,2011-01-01,0009,00,국적회복에 의한 국적 취득,Y,137747,25485717
137746,2023,2011-01-01,0008,00,수반 취득,Y,137746,25485696
137744,2023,2011-01-01,0006,00,간이귀화 요건,Y,137744,25485699
137743,2023,2011-01-01,0005,00,일반귀화 요건,Y,137743,25485694
137742,2023,2011-01-01,0004,00,귀화에 의한 국적 취득,Y,137742,25485693
137741,2023,2011-01-01,0021,00,허가 등의 취소,Y,137741,25485706
137658,2014,2011-01-01,0067,00,갱생보호사업의 허가,Y,137658,21580944
137660,2014,2011-01-01,0032,00,보호관찰 대상자의 준수사항,Y,137660,21580901
137663,2015,2011-01-01,0002,00,정의,Y,137663,18994471
137659,2014,2011-01-01,0005,00,설치,Y,137659,21580866
137662,2014,2011-01-01,0015,00,보호관찰소의 관장 사무,Y,137662,21580877
137685,2015,2011-01-01,0067,00,청산종결의 등기,Y,137685,18994543
137684,2015,2011-01-01,0066,00,청산인에 관한 등기,Y,137684,18994542
137683,2015,2011-01-01,0065,00,해산의 등기,Y,137683,18994541
137681,2015,2011-01-01,0062,00,지점소재지에서 하는 등기의 신청,Y,137681,18994538
137680,2015,2011-01-01,0059,00,본점이전등기 신청의 처리,Y,137680,18994535
137678,2015,2011-01-01,0057,00,설립등기의 신청서의 첨부서류,Y,137678,18994533
137676,2015,2011-01-01,0049,00,무능력자등기의 신청서의 첨부서면,Y,137676,18994523
137756,2023,2011-01-01,0019,00,법정대리인이 하는 신고 등,Y,137756,25485738
137757,2023,2011-01-01,0020,00,국적 판정,Y,137757,25485739
137758,2023,2011-01-01,0003,00,인지에 의한 국적 취득,Y,137758,25485698
137673,2015,2011-01-01,0045,00,공탁금의 회수 등,Y,137673,18994518
137672,2015,2011-01-01,0044,00,상호의 가등기의 직권말소,Y,137672,18994517
137668,2015,2011-01-01,0019,00,등기신청서 등,Y,137668,18994491
137667,2015,2011-01-01,0018,00,등기의 신청,Y,137667,18994490
137666,2015,2011-01-01,0017,00,신청주의,Y,137666,18994489
137665,2015,2011-01-01,0010,00,등기사항의 열람과 증명 등,Y,137665,18994480
137671,2015,2011-01-01,0041,00,상호의 가등기를 위한 공탁,Y,137671,18994514
137670,2015,2011-01-01,0027,00,신청의 각하,Y,137670,18994499
150680,8440,2011-01-01,0038,00,석면건강관리수첩의 내용ㆍ서식,Y,150680,20718185
150685,8443,2011-01-01,0002,00,실손해액,Y,150685,20914381
150678,8440,2011-01-01,0036,00,석면건강관리수첩의 교부,Y,150678,20718183
150675,8440,2011-01-01,0033,00,건강영향조사 대상지역,Y,150675,20718175
150672,8440,2011-01-01,0029,00,수급권의 변동 신고 등,Y,150672,20718167
150719,8458,2011-01-01,0004,00,,Y,150719,20749607
150720,8458,2011-01-01,0002,00,지방법원 및 그 지원 합의부의 심판범위,Y,150720,20749605
137755,2023,2011-01-01,0018,00,국적상실자의 권리 변동,Y,137755,25485736
137689,2015,2011-01-01,0072,00,합병으로 인한 해산등기의 신청,Y,137689,18994548
137682,2015,2011-01-01,0064,00,변경등기의 신청서의 첨부서면,Y,137682,18994540
137687,2015,2011-01-01,0070,00,합병으로 인한 변경등기의 신청,Y,137687,18994546
137740,2023,2011-01-01,0002,00,출생에 의한 국적 취득,Y,137740,25485692
137745,2023,2011-01-01,0007,00,특별귀화 요건,Y,137745,25485695
137748,2023,2011-01-01,0010,00,국적 취득자의 외국 국적 포기 의무,Y,137748,25485718
137752,2023,2011-01-01,0014,00,대한민국 국적의 이탈 요건 및 절차,Y,137752,25485727
137664,2015,2011-01-01,0110,00,주식회사로의 조직변경으로 인한 등기,Y,137664,18994589
137661,2014,2011-01-01,0018,00,범죄예방 자원봉사위원,Y,137661,21580880
137699,2015,2011-01-01,0106,00,자본감소로 인한 변경등기,Y,137699,18994585
137674,2015,2011-01-01,0047,00,무능력자등기의 등기사항 등,Y,137674,18994521
137701,2015,2011-01-01,0108,00,합병으로 인한 설립등기,Y,137701,18994587
137691,2015,2011-01-01,0076,00,조직변경으로 인한 등기의 신청절차 등,Y,137691,18994552
137700,2015,2011-01-01,0107,00,합병으로 인한 변경등기,Y,137700,18994586
137698,2015,2011-01-01,0105,00,자본증가로 인한 변경등기,Y,137698,18994584
137697,2015,2011-01-01,0104,00,설립의 등기,Y,137697,18994583
137677,2015,2011-01-01,0056,00,첨부서면에 관한 통칙,Y,137677,18994532
137695,2015,2011-01-01,0081,00,이사 등의 취임ㆍ퇴임으로 인한 변경등기,Y,137695,18994559
137694,2015,2011-01-01,0080,00,설립의 등기,Y,137694,18994558
137692,2015,2011-01-01,0077,00,합명회사의 등기에 관한 규정의 준용,Y,137692,18994554
137679,2015,2011-01-01,0058,00,본점이전등기의 신청,Y,137679,18994534
137693,2015,2011-01-01,0078,00,합명회사로의 계속 또는 조직변경의 등기,Y,137693,18994555
137690,2015,2011-01-01,0074,00,합자회사로의 조직변경으로 인한 등기의 등기사항,Y,137690,18994550
137688,2015,2011-01-01,0071,00,합병으로 인한 설립등기의 신청,Y,137688,18994547
137686,2015,2011-01-01,0068,00,회사계속의 등기,Y,137686,18994544
137696,2015,2011-01-01,0103,00,유한회사 등기의 첨부서면에 관한 통칙,Y,137696,18994582
137702,2015,2011-01-01,0109,00,합명회사 및 주식회사에 관한 규정의 준용,Y,137702,18994588
137703,2015,2011-01-01,0003,00,관할 등기소 및 사무위임 등,Y,137703,18994472
137762,2025,2011-01-10,0004,00,지급대상인원등의 시달,Y,137762,21139493
137767,2025,2011-01-10,0009,00,환수대상 공무원,Y,137767,21139499
137766,2025,2011-01-10,0008,00,수당지급대상자의 전역원 제출,Y,137766,21139498
137765,2025,2011-01-10,0007,00,지급대상자 통지,Y,137765,21139497
137764,2025,2011-01-10,0011,00,환수절차 등,Y,137764,21139501
137769,2025,2011-01-10,0006,00,지급대상자의 심사ㆍ결정,Y,137769,21139495
137763,2025,2011-01-10,0005,00,지급신청,Y,137763,21139494
137761,2025,2011-01-10,0003,00,지급액,Y,137761,21139492
137760,2025,2011-01-10,0002,00,지급대상,Y,137760,21139491
137768,2025,2011-01-10,0010,00,환수금 및 정산금,Y,137768,21139500
150682,8441,2011-01-13,0004,00,경력단절여성지원센터의 기능,Y,150682,21110983
