일상용어 일련번호,일상용어,비고내용,출처,등록일시,수정일시
172235,생활훈육,,,2023-03-01,
172237,지교,,,2023-03-01,
172239,본교장,,,2023-03-01,
172241,산업종류,,,2023-03-01,
172243,산업요구,,,2023-03-01,
172245,헤드,,,2023-03-01,2023-03-01
172247,짱,,,2023-03-01,2023-03-01
172249,강제동원,,,2023-03-01,
172251,다수자,,,2023-03-01,
172253,산림정화지구,,,2023-03-01,
172255,개최장소,,,2023-03-01,
172257,고위직공무원,,,2023-03-01,
172259,기여자,,,2023-03-01,2023-05-31
172261,발길,,,2023-03-01,
172263,통래,,,2023-03-01,
172267,입산,,,2023-03-01,
172269,입산인,,,2023-03-01,
172271,삼림오염,,,2023-03-01,
172273,수습단,,,2023-03-02,
172275,입장자,,,2023-03-02,
172277,씨받이숲,,,2023-03-02,
172279,신청시기,,,2023-03-02,
172281,요청방식,,,2023-03-02,2023-07-09
172283,원안위,,,2023-03-02,
172285,직접조사,,,2023-03-02,2023-04-13
172287,내부조사,,,2023-03-02,2023-09-03
172289,재난기금,,,2023-03-02,
172291,재해기금,,,2023-03-02,
172293,삼림생태계,,,2023-03-02,
172295,재난관리기관,,,2023-03-02,
172299,재난대응계획,,,2023-03-02,
172301,콜서비스,,,2023-03-02,
172303,중앙협의체,,,2023-03-02,2023-03-02
172305,지역협의체,,,2023-03-02,2023-04-08
172307,삼림생물,,,2023-03-02,
172309,지방협의체,,,2023-03-02,2023-04-08
172311,전조,,,2023-03-02,
172313,기미,,,2023-03-02,2023-05-29
172315,낌새,,,2023-03-02,
172317,특정관리지역,,,2023-03-02,
172319,fax,,,2023-03-02,
172321,중요기능,,,2023-03-02,
172323,컨디션,,,2023-03-02,
172325,핵심역할,,,2023-03-02,
172327,활동력,,,2023-03-02,
172329,관찰기준,,,2023-03-02,
172331,면허권리,,,2023-03-02,
172333,등록장애,,,2023-03-02,
172335,등록불가,,,2023-03-02,2023-04-07
172339,접수문서,,,2023-03-02,2023-07-18
172341,물고기잡이등록부,,,2023-03-02,
172343,수색장,,,2023-03-02,
172345,테러저지,,,2023-03-02,
172347,원본장부,,,2023-03-02,
172349,이의제기서,,,2023-03-02,
172351,이의요청서,,,2023-03-02,
172353,지원결정,,,2023-03-02,
172355,지원거절,,,2023-03-02,
172357,제압작전,,,2023-03-02,
172359,테러손해,,,2023-03-02,
172361,현지지도,,,2023-03-02,
172363,동네,,,2023-03-02,
172365,국가민속문화재,,,2023-03-02,2023-03-02
172367,보전등록,,,2023-03-02,
172369,회복신청,,,2023-03-02,
172371,어장지도,,,2023-03-02,
172373,양식장지도,,,2023-03-02,2023-08-17
172375,시험시행,,,2023-03-02,2023-04-11
172377,시험진행기관,,,2023-03-02,
172379,고사,,,2023-03-02,2023-04-22
172381,공개경쟁,,,2023-03-02,2023-06-25
172383,응시가능연령,,,2023-03-02,
172385,선발예정,,,2023-03-02,
172387,경제외교,,,2023-03-02,
172389,외교관합격자,,,2023-03-02,
172391,표준점수,,,2023-03-02,
172393,실점,,,2023-03-02,2023-03-18
172395,평결성적,,,2023-03-02,
172397,평정점수,,,2023-03-02,2023-06-07
172399,이직시험,,,2023-03-02,
172401,응시가능여부,,,2023-03-02,
172403,서답형,,,2023-03-02,
172405,행정직렬,,,2023-03-02,2023-05-01
172407,행정직,,,2023-03-02,2023-08-06
172409,채용비위,,,2023-03-02,
172411,양토,,,2023-03-02,
172413,알칼리화,,,2023-03-02,
172415,피에이치값,,,2023-03-02,
172417,산성,,,2023-03-02,
172419,삼림병해충,,,2023-03-02,
172425,승진대우공무원,,,2023-03-02,
172427,비교판단,,,2023-03-02,2023-04-26
172429,관찰계획,,,2023-03-02,2023-03-02
172431,미리살피기,,,2023-03-02,
172433,미리살핌,,,2023-03-02,
172435,목표성취도,,,2023-03-02,
172437,휴귀,,,2023-03-02,
172439,단독범,,,2023-03-02,2023-05-16
172441,품행교육,,,2023-03-02,
172443,대피처,,,2023-03-02,
172445,근무평정점수,,,2023-03-02,
172447,기관당,,,2023-03-02,
172449,징계시간,,,2023-03-02,
172451,개인지도,,,2023-03-02,
172453,단체지도,,,2023-03-02,
172455,지도프로그램,,,2023-03-02,
172457,평균승진기간,,,2023-03-02,
172459,승진평균연수,,,2023-03-02,
172461,환산기간,,,2023-03-02,
172463,근무경력환산,,,2023-03-02,
172467,사복교도관,,,2023-03-02,
172469,외출승인,,,2023-03-02,
172471,외출금지,,,2023-03-02,
172473,학업일수,,,2023-03-02,
172475,전송금품,,,2023-03-02,
172477,상담검사,,,2023-03-02,
172479,자립학교,,,2023-03-02,
172481,생활평정,,,2023-03-02,
172483,이송처분,,,2023-03-02,
172485,생활기록표,,,2023-03-02,
172487,통학승인,,,2023-03-02,
172489,졸업조건,,,2023-03-02,
172491,졸업증명,,,2023-03-02,2023-08-02
172493,수료증명,,,2023-03-02,
172495,학력고사,,,2023-03-02,
172497,정기휴업,,,2023-03-02,
172499,외부설치,,,2023-03-02,
172501,외부설비,,,2023-03-02,
172503,도덕관,,,2023-03-02,
172505,방송프로,,,2023-03-02,
172507,직업정신,,,2023-03-02,
172509,장인정신,,,2023-03-02,
172511,진로탐구,,,2023-03-02,
172513,취업자격,,,2023-03-02,
172515,체득활동,,,2023-03-02,
172517,참석형,,,2023-03-02,
172519,수업떄,,,2023-03-02,
172521,자립기초,,,2023-03-02,
172523,행동개선,,,2023-03-02,
172525,행동향상,,,2023-03-02,
172527,상담지도,,,2023-03-02,
172529,상담가르침,,,2023-03-02,
172531,상담치료,,,2023-03-02,2023-09-07
172533,훈육교육,,,2023-03-02,
172535,반수,,,2023-03-02,
172537,학생인원,,,2023-03-02,2023-03-09
172539,훈육,,,2023-03-02,
172541,지역실제상황,,,2023-03-02,
172543,지역실황,,,2023-03-02,
172545,학생배정계획,,,2023-03-02,
172547,학생편성계획,,,2023-03-02,
172549,사망장부,,,2023-03-02,
172551,사망리스트,,,2023-03-02,
172553,재적,,,2023-03-02,
172555,승진대상인원,,,2023-03-02,
172557,규제사항,,,2023-03-02,
172559,특례사항,,,2023-03-02,2023-05-30
172561,입법목적,,,2023-03-02,
172563,입법요지,,,2023-03-02,
172565,평가등수,,,2023-03-02,
172567,접수원부,,,2023-03-02,2023-07-14
172569,접수기록부,,,2023-03-02,
172571,참가도,,,2023-03-02,
172573,참여정도,,,2023-03-02,2023-04-19
172575,농어촌정비사업,,,2023-03-02,2023-03-18
172577,순회검열,,,2023-03-02,
172579,산지크기,,,2023-03-02,
172581,이수요건,,,2023-03-02,
172583,종합운영,,,2023-03-02,
172585,등교거리,,,2023-03-02,
172589,가격조사요청,,,2023-03-02,
172591,가격조사신청,,,2023-03-02,
172593,이용계획도서,,,2023-03-02,
172595,토지이용계획,,,2023-03-02,2023-07-16
172603,위원회법,,,2023-03-02,
172605,위원회규율,,,2023-03-02,
172609,전략사업,,,2023-03-02,
172613,지역추진,,,2023-03-02,
172615,푯돌,,,2023-03-02,
172617,공간비율,,,2023-03-02,
172619,포장공간,,,2023-03-02,
172621,관광편의,,,2023-03-02,
172625,토지면적,,,2023-03-02,2023-09-06
172627,휴직제도,,,2023-03-02,2023-03-20
172637,학교발전기본금,,,2023-03-02,
172645,기업합병일,,,2023-03-02,
172647,기업통합일,,,2023-03-02,
172653,집행항목,,,2023-03-02,
172657,단일학구,,,2023-03-02,
172659,중학군,,,2023-03-02,
172663,기업결합신고,,,2023-03-02,
172665,기업결합신고대리자,,,2023-03-02,
172667,인정방식,,,2023-03-02,
172669,중학교입학제비뽑기,,,2023-03-02,
172671,학교군구분,,,2023-03-02,
172673,학군별,,,2023-03-02,
172675,교육규정,,,2023-03-02,
172677,교육규율,,,2023-03-02,
172679,배치원서,,,2023-03-02,
172681,편성원서,,,2023-03-02,
172683,시험전형료,,,2023-03-02,
172685,전형요금,,,2023-03-02,
172689,일반지배회사,,,2023-03-02,
172691,채용시험과목,,,2023-03-02,
172695,체험위주교육과정,,,2023-03-02,
172697,특성화교육과정,,,2023-03-02,
172701,자비,,,2023-03-02,
172705,실행권자,,,2023-03-02,2023-05-15
172707,실권자,,,2023-03-02,2023-03-02
172709,시행권자,,,2023-03-02,
172711,입학시험위원회,,,2023-03-02,
172713,출제범주,,,2023-03-02,
172715,출제구간,,,2023-03-02,2023-03-02
172717,민증번호,,,2023-03-02,
172719,거주시기,,,2023-03-02,
172721,거주때,,,2023-03-02,
172723,타국학교,,,2023-03-02,
172725,재적기간,,,2023-03-02,
172727,재정도움,,,2023-03-02,
172729,특별입학시험,,,2023-03-02,
172731,입학신청자,,,2023-03-02,
172733,입학희망자,,,2023-03-02,
172735,학교분산,,,2023-03-02,
172737,학교산재,,,2023-03-02,
172739,입학배치,,,2023-03-02,
172741,입학편성,,,2023-03-02,
172743,교원편성,,,2023-03-02,
172745,특수목적고등학교지정위원회,,,2023-03-02,
172747,특수목적고등학교운영위원회,,,2023-03-02,
172749,자연현장체험,,,2023-03-02,
172751,자연현장체득,,,2023-03-02,
172755,간이설치,,,2023-03-02,
172757,임시재배,,,2023-03-02,
172759,법인전입금조건,,,2023-03-02,
172761,임시식목,,,2023-03-02,
172763,발전기간,,,2023-03-02,
172765,사업방법,,,2023-03-02,
172767,개발허용면적,,,2023-03-02,
172769,허용면적,,,2023-03-02,
172771,이수학점,,,2023-03-02,2023-05-11
172773,고등학교학점제,,,2023-03-02,
172775,사업특례,,,2023-03-02,2023-04-02
172777,공공시설용지,,,2023-03-02,2023-03-02
172779,의료시설용지,,,2023-03-02,
172781,바위산,,,2023-03-02,
172783,골산,,,2023-03-02,
172785,석광,,,2023-03-02,
172787,취토장,,,2023-03-02,
172789,모집일정,,,2023-03-02,
172791,이주용도,,,2023-03-02,
172793,대여기준,,,2023-03-02,
172795,대여신청서,,,2023-03-02,2023-04-09
172797,물류터미널용지,,,2023-03-02,
172799,매각소득,,,2023-03-02,
172801,처분수익,,,2023-03-02,
172803,매각수입,,,2023-03-02,
172805,분양크기,,,2023-03-02,
172807,분양규모,,,2023-03-02,
172809,상승이유,,,2023-03-02,
172811,상승사유,,,2023-03-02,
172813,전수금액,,,2023-03-02,
172815,적정소득,,,2023-03-02,
172817,적정마진,,,2023-03-02,
172819,판매시설부지,,,2023-03-02,
172821,판매시설단지,,,2023-03-02,
172823,학교시설부지,,,2023-03-02,
172825,수여증명서,,,2023-03-02,
172827,산업시설단지,,,2023-03-02,
172829,공장입지제한,,,2023-03-02,
172831,선공개,,,2023-03-02,
172833,사전열람,,,2023-03-02,
172835,소득신고서,,,2023-03-02,
172837,토지사용상태,,,2023-03-02,
172839,땅이용현황,,,2023-03-02,
172841,채용표,,,2023-03-02,
172843,구인자료,,,2023-03-02,
172845,구인목록,,,2023-03-02,
172847,고용희망자,,,2023-03-02,
172849,외국인학교,,,2023-03-02,2023-03-16
172851,실시설계도,,,2023-03-02,
172853,단기계획,,,2023-03-02,
172855,장기간계획,,,2023-03-02,
172857,장기플랜,,,2023-03-02,
172859,자금마련계획서,,,2023-03-02,
172861,자금공급계획서,,,2023-03-02,
172863,감독관리,,,2023-03-02,
172865,지방고용노동관서,,,2023-03-02,2023-06-28
172867,고용노동청,,,2023-03-02,
172869,고용노동부지청,,,2023-03-02,
172871,폐병,,,2023-03-02,2023-08-08
172873,산업단지개발사업,,,2023-03-02,
172875,장의용,,,2023-03-02,
172877,행정중심복합도시건설,,,2023-03-02,
172879,자립의욕,,,2023-03-02,
172881,KRIHS,,,2023-03-02,2023-03-19
172883,국고금출납기관,,,2023-03-02,
172885,전국장기플랜,,,2023-03-02,
172887,국고대리점,,,2023-03-02,
172889,지역장기플랜,,,2023-03-02,
172891,예우정지,,,2023-03-02,
172893,기반시설비용,,,2023-03-02,
172895,형세,,,2023-03-02,2023-08-06
172897,문화재조사비용,,,2023-03-02,
172899,부지조성비용,,,2023-03-02,
172903,택지조성비,,,2023-03-02,
172905,오염상황조사비,,,2023-03-02,
172907,오염실사조사비,,,2023-03-02,
172909,시설지원계획,,,2023-03-02,
172911,주요시설계획,,,2023-03-02,
172913,품위손상행위,,,2023-03-02,
172915,새로운종류,,,2023-03-02,
172917,대출한도액,,,2023-03-02,
172919,위탁사무계약서,,,2023-03-02,
172921,극변,,,2023-03-02,
172925,대여업무,,,2023-03-02,2023-04-09
172927,임차업무,,,2023-03-02,
172929,대가납부방법,,,2023-03-02,
172931,요금납부방법,,,2023-03-02,
172933,위탁사무추진계획,,,2023-03-02,
172935,위임조건,,,2023-03-02,
172937,도야,,,2023-03-02,
172939,위임해제,,,2023-03-02,
172941,위임추진계획,,,2023-03-02,
172943,교체입지,,,2023-03-02,
172945,대용입지,,,2023-03-02,
172947,연도별플랜,,,2023-03-02,
172949,산단지정요청,,,2023-03-02,
172951,대표지정,,,2023-03-02,
172953,대표인지정,,,2023-03-02,
172955,지적장애,,,2023-03-02,
172957,사고장애,,,2023-03-02,
172959,대리개발,,,2023-03-02,
172961,대리승인,,,2023-03-02,
172963,예찰플랜,,,2023-03-02,
172965,구제계획,,,2023-03-02,
172967,방제플랜,,,2023-03-02,
172969,전국연도별플랜,,,2023-03-02,
172971,지역연도별플랜,,,2023-03-02,
172973,추진기획,,,2023-03-02,
172975,추진플랜,,,2023-03-02,
172977,등수,,,2023-03-02,2023-05-31
172979,예측조사,,,2023-03-02,
172981,관찰조사,,,2023-03-02,
172983,불완전,,,2023-03-02,
172985,토지교환처분,,,2023-03-02,2023-03-02
172987,확보플랜,,,2023-03-02,
172989,간구,,,2023-03-02,
172991,부연,,,2023-03-02,
172993,홍보기획,,,2023-03-02,2023-08-13
172995,홍보플랜,,,2023-03-02,
172997,협력사항,,,2023-03-02,
172999,협조내용,,,2023-03-02,
173001,협조사실,,,2023-03-02,
173003,정기적금,,,2023-03-02,
173005,수목치료,,,2023-03-02,
173007,나무치료,,,2023-03-02,
173009,확인시점,,,2023-03-02,
173011,융성,,,2023-03-02,
173013,미개간,,,2023-03-02,
173015,미분양부지,,,2023-03-02,
173017,분양확대,,,2023-03-02,
173019,분양확산,,,2023-03-02,
173021,발급사실,,,2023-03-02,
173023,방재시설,,,2023-03-02,2023-07-26
173025,전국나무진료시책,,,2023-03-02,
173027,전국수목진료정책,,,2023-03-02,
173029,전국수목치료시책,,,2023-03-02,
173031,지역수목치료시책,,,2023-03-02,
173033,사업지정신청서,,,2023-03-02,
173035,시행신청서,,,2023-03-02,
173037,소요부족,,,2023-03-02,
173039,지역나무진료시책,,,2023-03-02,
173041,수급부족,,,2023-03-02,
173043,수행계획개요,,,2023-03-02,
173045,학력인정요건,,,2023-03-02,
173047,학력승인기준,,,2023-03-02,
173049,학년편성,,,2023-03-02,
173051,학년인정,,,2023-03-02,
173053,지역수목진료정책,,,2023-03-02,
173057,위탁비용비율,,,2023-03-02,
173059,수업경험,,,2023-03-02,
173061,공부경험,,,2023-03-02,
173063,취업인력현황,,,2023-03-02,
173065,입주계약서,,,2023-03-02,
173067,입주체결서,,,2023-03-02,
173069,입주예정업체,,,2023-03-02,
173071,임차관리기관,,,2023-03-02,
173073,임차산업단지,,,2023-03-02,
173075,개화기,,,2023-03-02,
173077,교사양성,,,2023-03-02,
173079,전화기준,,,2023-03-02,
173081,전화조건,,,2023-03-02,
173083,준공검사기간,,,2023-03-02,
173085,학교식대,,,2023-03-02,
173087,점심급식,,,2023-03-02,
173089,준공인가신청서,,,2023-03-02,
173091,수업용,,,2023-03-02,
173093,공부용,,,2023-03-02,
173095,준공허가필증,,,2023-03-02,
173097,학습비용,,,2023-03-02,
173099,수익금액,,,2023-03-02,2023-08-26
173101,답장기한,,,2023-03-02,
173103,자격평가,,,2023-03-02,
173105,자격테스트,,,2023-03-02,
173107,제조금액,,,2023-03-02,
173109,제조비용,,,2023-03-02,
173111,문화재관리,,,2023-03-02,2023-08-09
173113,나무치료사,,,2023-03-02,
173117,일탈,,,2023-03-02,2023-07-20
173119,시장가액,,,2023-03-02,
173121,시중가액,,,2023-03-02,
173123,조회시기,,,2023-03-02,
173125,획득자,,,2023-03-02,
173127,가족관계확인,,,2023-03-02,2023-03-02
173129,가족관계인증,,,2023-03-02,2023-03-02
173133,왕릉,,,2023-03-02,
173135,응시단계,,,2023-03-02,
173137,응시과정,,,2023-03-02,2023-08-30
173139,응시순서,,,2023-03-02,
173141,시험절차,,,2023-03-02,2023-07-27
173143,학교구분별,,,2023-03-02,
173145,학교특성별,,,2023-03-02,
173147,카고,,,2023-03-02,
173149,사용종속관계,,,2023-03-02,
173151,개인용달,,,2023-03-02,
173153,평가과목,,,2023-03-02,
173155,테스트과목,,,2023-03-02,
173157,필기평가,,,2023-03-02,
173159,학벌인정,,,2023-03-02,
173161,설명형,,,2023-03-02,
173163,기술형,,,2023-03-02,
173165,학생기록관리,,,2023-03-02,
173167,학생관리,,,2023-03-02,
173169,나무치료기술사,,,2023-03-02,
173171,나무치료기술자,,,2023-03-02,
173173,입국심사확인,,,2023-03-02,
173175,출국심사확인,,,2023-03-02,
173177,승무원신분증,,,2023-03-02,
173179,승무원확인증,,,2023-03-02,
173181,외국여행허가,,,2023-03-02,
173183,병역대상자,,,2023-03-02,
173185,병역해당자,,,2023-03-02,
173187,지정문서,,,2023-03-02,
173189,육성과정,,,2023-03-02,
173193,나무치료소,,,2023-03-02,
173195,접수기준,,,2023-03-02,
173197,나무의사협회,,,2023-03-02,
173199,공사종목,,,2023-03-02,
173201,해명서,,,2023-03-02,
173203,항변서,,,2023-03-02,
173205,방제대책본부,,,2023-03-02,
173207,예찰대책본부,,,2023-03-02,
173209,내신,,,2023-03-02,2023-05-25
173211,대학교성적증명,,,2023-03-02,
173213,중등학교성적증명,,,2023-03-02,
173215,레주메,,,2023-03-02,
173217,사령탑,,,2023-03-02,
173219,CV,,,2023-03-02,
173221,부단장,,,2023-03-02,
173223,선발비율,,,2023-03-02,
173225,방제방안,,,2023-03-02,
173227,방제책,,,2023-03-02,
173229,체급,,,2023-03-02,
173231,업무실적,,,2023-03-02,2023-06-11
173233,직무수행실적,,,2023-03-02,
173235,전출기간,,,2023-03-02,
173237,이동제한기간,,,2023-03-02,
173239,분포율,,,2023-03-02,
173241,근무평가기간,,,2023-03-02,
173243,근무평정기간,,,2023-03-02,
173245,경력평가기간,,,2023-03-02,
173247,경력평정점수,,,2023-03-02,
173249,경력점수,,,2023-03-02,
173251,근무승진기간,,,2023-03-02,
173253,승진우대기간,,,2023-03-02,
173255,우대승진임용기간,,,2023-03-02,
173257,별도시험,,,2023-03-02,
173261,추시험,,,2023-03-02,
173265,공직자윤리서약서,,,2023-03-02,
173269,휴직예정자,,,2023-03-02,
173271,휴직공무원,,,2023-03-02,
173273,운영시기,,,2023-03-02,
173275,민간기업근무,,,2023-03-02,
173279,기관근무,,,2023-03-02,
173283,플랫폼사업자,,,2023-03-02,
173285,가족간호휴직제도,,,2023-03-02,
173287,질병휴직제도,,,2023-03-02,
173289,근무상황,,,2023-03-02,2023-07-14
173291,복무실태,,,2023-03-02,
173293,복무현황,,,2023-03-02,2023-07-14
173295,승진대기자,,,2023-03-02,
173297,승진후보자,,,2023-03-02,2023-04-06
173299,승진결의,,,2023-03-02,
173301,승진결정,,,2023-03-02,
173303,승진방법,,,2023-03-02,
173305,진급방법,,,2023-03-02,
173307,승진임용순서명부,,,2023-03-02,
173309,승진후보명부,,,2023-03-02,2023-07-28
173311,승진순위명부,,,2023-03-03,
173313,승진임용순위목록,,,2023-03-03,
173315,인력운용정책,,,2023-03-03,
